URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://voicecollab.ai/fhir/CodeSystem/Who-Completed-Survey,1.4.0,active,,WhoCompletedSurvey,Survey Completion Identifier Codes,"This code system identifies who has completed a specific survey or questionnaire.",
https://voicecollab.ai/fhir/CodeSystem/Winograd-1,1.4.0,active,,Winograd1,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-10,1.4.0,active,,Winograd10,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-100,1.4.0,active,,Winograd100,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-101,1.4.0,active,,Winograd101,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-102,1.4.0,active,,Winograd102,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-103,1.4.0,active,,Winograd103,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-104,1.4.0,active,,Winograd104,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-105,1.4.0,active,,Winograd105,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-106,1.4.0,active,,Winograd106,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-107,1.4.0,active,,Winograd107,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-108,1.4.0,active,,Winograd108,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-109,1.4.0,active,,Winograd109,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-11,1.4.0,active,,Winograd11,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-110,1.4.0,active,,Winograd110,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-111,1.4.0,active,,Winograd111,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-112,1.4.0,active,,Winograd112,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-113,1.4.0,active,,Winograd113,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-114,1.4.0,active,,Winograd114,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-115,1.4.0,active,,Winograd115,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-116,1.4.0,active,,Winograd116,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-117,1.4.0,active,,Winograd117,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-118,1.4.0,active,,Winograd118,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-119,1.4.0,active,,Winograd119,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-12,1.4.0,active,,Winograd12,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-120,1.4.0,active,,Winograd120,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-121,1.4.0,active,,Winograd121,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-122,1.4.0,active,,Winograd122,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-123,1.4.0,active,,Winograd123,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-124,1.4.0,active,,Winograd124,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-125,1.4.0,active,,Winograd125,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-126,1.4.0,active,,Winograd126,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-127,1.4.0,active,,Winograd127,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-128,1.4.0,active,,Winograd128,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-129,1.4.0,active,,Winograd129,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-13,1.4.0,active,,Winograd13,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-130,1.4.0,active,,Winograd130,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-131,1.4.0,active,,Winograd131,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-132,1.4.0,active,,Winograd132,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-133,1.4.0,active,,Winograd133,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-134,1.4.0,active,,Winograd134,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-135,1.4.0,active,,Winograd135,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-136,1.4.0,active,,Winograd136,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-137,1.4.0,active,,Winograd137,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-138,1.4.0,active,,Winograd138,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-14,1.4.0,active,,Winograd14,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-15,1.4.0,active,,Winograd15,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-16,1.4.0,active,,Winograd16,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-17,1.4.0,active,,Winograd17,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-18,1.4.0,active,,Winograd18,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-19,1.4.0,active,,Winograd19,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-2,1.4.0,active,,Winograd2,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-20,1.4.0,active,,Winograd20,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-21,1.4.0,active,,Winograd21,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-22,1.4.0,active,,Winograd22,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-23,1.4.0,active,,Winograd23,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-24,1.4.0,active,,Winograd24,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-25,1.4.0,active,,Winograd25,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-26,1.4.0,active,,Winograd26,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-27,1.4.0,active,,Winograd27,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-28,1.4.0,active,,Winograd28,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-29,1.4.0,active,,Winograd29,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-3,1.4.0,active,,Winograd3,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-30,1.4.0,active,,Winograd30,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-31,1.4.0,active,,Winograd31,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-32,1.4.0,active,,Winograd32,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-33,1.4.0,active,,Winograd33,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-34,1.4.0,active,,Winograd34,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-35,1.4.0,active,,Winograd35,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-36,1.4.0,active,,Winograd36,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-37,1.4.0,active,,Winograd37,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-38,1.4.0,active,,Winograd38,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-39,1.4.0,active,,Winograd39,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-4,1.4.0,active,,Winograd4,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-40,1.4.0,active,,Winograd40,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-41,1.4.0,active,,Winograd41,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-42,1.4.0,active,,Winograd42,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-43,1.4.0,active,,Winograd43,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-44,1.4.0,active,,Winograd44,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-45,1.4.0,active,,Winograd45,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-46,1.4.0,active,,Winograd46,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-47,1.4.0,active,,Winograd47,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-48,1.4.0,active,,Winograd48,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-49,1.4.0,active,,Winograd49,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-5,1.4.0,active,,Winograd5,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-50,1.4.0,active,,Winograd50,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-51,1.4.0,active,,Winograd51,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-52,1.4.0,active,,Winograd52,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-53,1.4.0,active,,Winograd53,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-54,1.4.0,active,,Winograd54,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-55,1.4.0,active,,Winograd55,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-56,1.4.0,active,,Winograd56,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-57,1.4.0,active,,Winograd57,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-58,1.4.0,active,,Winograd58,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-59,1.4.0,active,,Winograd59,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-6,1.4.0,active,,Winograd6,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-60,1.4.0,active,,Winograd60,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-61,1.4.0,active,,Winograd61,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-62,1.4.0,active,,Winograd62,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-63,1.4.0,active,,Winograd63,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-64,1.4.0,active,,Winograd64,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-65,1.4.0,active,,Winograd65,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-66,1.4.0,active,,Winograd66,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-67,1.4.0,active,,Winograd67,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-68,1.4.0,active,,Winograd68,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-69,1.4.0,active,,Winograd69,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-7,1.4.0,active,,Winograd7,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-70,1.4.0,active,,Winograd70,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-71,1.4.0,active,,Winograd71,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-72,1.4.0,active,,Winograd72,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-73,1.4.0,active,,Winograd73,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-74,1.4.0,active,,Winograd74,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-75,1.4.0,active,,Winograd75,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-76,1.4.0,active,,Winograd76,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-77,1.4.0,active,,Winograd77,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-78,1.4.0,active,,Winograd78,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-79,1.4.0,active,,Winograd79,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-8,1.4.0,active,,Winograd8,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-80,1.4.0,active,,Winograd80,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-81,1.4.0,active,,Winograd81,Questionnaire codes,"The codes required for Questionnaires survey completion",
https://voicecollab.ai/fhir/CodeSystem/Winograd-82,1.4.0,active,,Winograd82,Questionnaire codes,"The codes required for Questionnaires survey completion",
